sample_id,catalog_content,image_link,price_x,declared_quantity,certifications_0,certifications_1,certifications_2,variant,target_demographic,country_of_origin,manufacturer,is_organic,is_natural,edible,is_premium,is_bundle_deal,is_limited_edition,price_y,brand_name,product_name,category,product_form,declared_unit,packaging_type,packaging_material,overall_summary
74570,"Item Name: China Mist Organic Herbal Tea, Sweet Herbs with Chamomile, 15 Biodegradable Tea Sachets (1 box)
Bullet Point 1: Naturally caffeine-free, this soothing herbal blend is aromatic with sweet, fresh herbal notes. The delicate, floral flavors of chamomile are complemented by cool, refreshing notes of mint and sweet licorice and a citrus twist.
Bullet Point 2: We use only the finest whole leaf tea encased in biodegradable nylon sachet bags, to allow for full expansion of the tea leaves and herbal blends, resulting in a more flavorful cup of hot or cold tea.
Bullet Point 3: China Mist teas are designed to make brewing the perfect iced or hot tea simple and convenient.
Bullet Point 4: Our carefully selected ingredients are certified Organic and Kosher and packaed in recyclable boxes, printed with vegetable-based inks - so you can be confident your tea of choice is environmentally sustainable and ethically produced.
Bullet Point 5: INGREDIENTS: Organic licorice organic spearmint organic peppermint organic chamomile organic orange oi
Product Description: Naturally caffeine-free, this soothing herbal blend combines a chamomile bouquet kissed with sweet licorice and cooling mint.
Value: 15.0
Unit: Count
",https://m.media-amazon.com/images/I/51yHsez4NHL.jpg,18.0,15.0,Organic,Kosher,,15 Biodegradable Tea Sachets (1 box),unisex,,,1.0,1.0,1,0,1,0,,China Mist,"Organic Herbal Tea, Sweet Herbs with Chamomile",Grocery & Gourmet Food,Tea Bags,count,box,cardboard,"Mid-tier organic herbal tea positioned as a sustainable, ethically produced product with biodegradable packaging. The multi-pack format (6 boxes shown) suggests a value-oriented deal for households or bulk buyers. Organic and Kosher certifications, along with natural ingredients, justify a slightly premium price over conventional herbal teas, while the eco-friendly packaging and recyclable materials appeal to environmentally conscious consumers."
215722,"Item Name: Pepsi Zero Sugar Cola Soda Pop, Wild Cherry & Cream, 12 fl oz Cans (12 Pack), Zero Calories, Zero Sugar
Bullet Point 1: Includes 12 (12 fl oz) cans of Pepsi Zero Sugar Cola Soda Pop, Wild Cherry & Cream flavor
Bullet Point 2: Only Wild Cherry & Cream Pepsi has the thrilling burst of unique cherry flavor and a sweet, creamy taste that gives you more to go wild for!
Bullet Point 3: Zero Calories and Zero Sugar in every can of Wild Cherry & Cream Pepsi Zero Sugar Cola Soda Pop
Bullet Point 4: Pepsi Zero Sugar is the bold, refreshing cola born in New Bern, NC in 1898 and still bottled in the USA
Bullet Point 5: Perfect for parties, meals, and celebrations big and small
Value: 12.0
Unit: Count
",https://m.media-amazon.com/images/I/81R6AymBizL.jpg,9.445,12.0,,,,"Wild Cherry & Cream, 12 fl oz Cans (12 Pack)",unisex,United States,,0.0,,1,0,1,0,,Pepsi,Pepsi Zero Sugar Cola Soda Pop,Grocery & Gourmet Food,liquid,count,can,metal,"Mid-tier branded beverage positioned as a zero-calorie, zero-sugar alternative with a unique flavor twist. The 12-pack multipack format suggests a promotional or value-oriented deal, appealing to consumers looking for variety or bulk purchase. Packaging design (metal cans) aligns with standard soda presentation, while the 'born in the USA' heritage could subtly support a premium perception without explicit luxury claims."
233785,"Item Name: Primal Kitchen Poppyseed Avocado Oil Dressing, 8 Ounces
Bullet Point 1: Made with High-quality Ingredients: We crafted this dressing with premium ingredients like avocado oil and organic apple cider vinegar so you can get the sweet & tangy flavor you crave without compromise.
Bullet Point 2: Sweetness without the Cane Sugar: With just 1g of sugar per serving and no high fructose corn syrup or artificial sweeteners, this dressing has a subtle sweetness and rich flavor that marries well with savory and sweet dishes.
Bullet Point 3: Certified Paleo, Keto Certified and Whole30 Approved: Real-food eating has never been easier or more delicious with this delicious no-dairy dressing.
Bullet Point 4: NON-GMO PROJECT VERIFIED: We don’t believe in using genetically modified ingredients to make our condiments or this dressing.
Value: 8.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/7166NQo2xOL.jpg,7.955,8.0,Non-GMO Project Verified,Keto Certified,Paleo Certified,,adult,,,,,1,1,0,0,,Primal Kitchen,Poppyseed Avocado Oil Dressing & Marinade,Grocery & Gourmet Food,liquid,fl_oz,bottle,plastic,"Premium health-focused dressing positioned in the mid-to-high price segment, leveraging niche certifications (Keto, Paleo, Whole30) and high-quality ingredients like avocado oil. The 8 fl oz plastic bottle suggests a single-serve or mid-size format, targeting health-conscious consumers willing to pay for specialty dietary compliance. Clean label claims (no artificial sweeteners, no cane sugar) and vegan/non-GMO attributes reinforce its premium positioning."
250332,"Item Name: L'Oréal Paris Voluminous Original Curved Brush Mascara, Black, 0.28 fl. oz.
Bullet Point 1: Bold, volume building mascara
Bullet Point 2: Up to 5x fuller lashes
Bullet Point 3: Curved brush lifts and builds lashes
Value: 0.28
Unit: Ounce
",https://m.media-amazon.com/images/I/61qtAuAN0bL.jpg,10.99,0.28,,,,Black,female,,,,,0,1,0,0,,L'Oréal Paris,Voluminous Original Curved Brush Mascara,Beauty & Personal Care,liquid,fl_oz,tube,mixed,"Premium mascara positioned in the mid-to-high price range within the beauty segment, leveraging a well-known brand name and specialized curved brush design for volume enhancement. The sleek, metallic packaging and claims of 5x lash volume justify a higher price point than mass-market alternatives. Absence of organic, cruelty-free, or vegan claims suggests a focus on performance and brand prestige rather than ethical certifications."
192479,"Item Name: HERSHEY'S Nuggets Assortment, Chocolate Candy, 33.9 Ounce Bag
Bullet Point 1: Perfect for filling candy dishes and everyday snacking and gifting
Bullet Point 2: Something for every chocolate lover
Bullet Point 3: Includes HERSHEY'S SPECIAL DARK Mildly Sweet Chocolate with Almonds, HERSHEY'S Extra Creamy Milk Chocolate with Toffee and Almonds, HERSHEY'S Milk Chocolate, and HERSHEY'S Milk Chocolate with Almonds
Bullet Point 4: A gluten-free and kosher candy assortment
Bullet Point 5: Includes one 33.9-ounce bag of HERSHEY'S Nuggets Chocolate Candy Assortment
Value: 33.9
Unit: Ounce
",https://m.media-amazon.com/images/I/61P-3hMTLIL.jpg,14.99,33.9,,,,33.9 Ounce Bag,unisex,,,0.0,,1,0,0,0,,HERSHEY'S,Nuggets Assortment,Grocery & Gourmet Food,solid,oz,bag,plastic,"A well-known brand offering a mid-range chocolate assortment with a variety of flavors, appealing to broad consumer tastes. The 33.9-ounce bag provides a substantial quantity for its price point, with a focus on convenience and gifting. Almond inclusion and gluten-free certification may justify a slightly higher price compared to standard chocolate candies, but the absence of premium branding or organic claims suggests a mainstream positioning."
210949,"Item Name: MICHAEL'S OF BROOKLYN Marinara Sauce Tomatoes Fresh Basil Pasta Sauce GMO Free, Gluten Free Fresh Tomato Sauce Basil Fresh Garlic, Olive Oil, Oregano & Fresh Parsley Pasta Sauce Jar - 16 oz Pack of 2
Bullet Point 1: Authentic Italian Flavor: Savor the taste of Italy with MICHAEL'S OF BROOKLYN Marinara Sauce, crafted from fresh tomatoes, fresh garlic, and basil. Experience the rich heritage of Italian cuisine with each jar, brimming with traditional flavors passed down through generations.
Bullet Point 2: Pure and Simple Ingredients: Our pasta sauce jar contains only the finest ingredients – fresh tomatoes, fresh basil, fresh garlic, Italian olive oil, spices, oregano and fresh parsley. GMO-free, wheat-free, and yeast-free, ensuring a healthy, delicious meal.
Bullet Point 3: Versatile & Delicious: Whether you're making a classic spaghetti dish, lasagna, or a gourmet pasta creation, Michael's of Brooklyn Tomatoes Fresh Basil Pasta Sauce provides the perfect base. It's also great for enhancing the flavor of pizza, meatballs, and other Italian dishes.
Bullet Point 4: Fresh and Flavorful: Enjoy the fresh taste of Italy with Michael’s of Brooklyn Pasta Sauce Jar, made with premium, fresh ingredients like basil, garlic, and Italian olive oil. Elevate your pasta, seafood, veal, and poultry dishes with this delectable sauce.
Bullet Point 5: Family Tradition Since 1964: Join generations of loyal customers who love our generations-old family recipes. Michael’s of Brooklyn has been a Brooklyn institution for over half a century, bringing pride and excellence to every jar of our tomato basil pasta sauce.
Product Description: Michael’s of Brooklyn Marinara Sauce. This pasta sauce is crafted using the finest Fresh Tomatoes, Fresh Garlic, Fresh Basil, Italian Olive Oil, Oregano, Fresh Parsley and Spices, ensuring a rich and traditional flavor that is perfect for pasta, tomato sauce, and tomato paste lovers. Our pasta sauce jar delivers a genuine Italian seasoning experience, making it the ideal choice for those seeking a healthy and delicious meal. With its simple and pure ingredients, including Italian olive oil and fresh parsley, this tomato basil pasta sauce is a must-have for your pantry. At Michael’s of Brooklyn, we take pride in our family tradition since 1964, offering generations-old recipes that have made us a Brooklyn institution. Our Tomatoes Fresh Basil Pasta Sauce is GMO-free, wheat-free, and yeast-free, providing a wholesome option for your culinary creations. Whether you're preparing a classic spaghetti dish, lasagna, or a gourmet pasta creation, this versatile pasta sauce jar serves as the perfect base. It’s also fantastic for enhancing the flavor of pizza, meatballs, and other Italian dishes. Elevate your pasta, seafood, veal, and poultry dishes with the delectable taste of our tomato basil sauce. Loyal customers have been enjoying our family recipes for over half a century, and now you can bring that same excellence to your kitchen. The combination of tomatoes fresh from Italy and our meticulous preparation process ensures an unparalleled dining experience. Join the generations of satisfied customers who have made Michael’s of Brooklyn a beloved tradition. Our Tomatoes Fresh Basil Pasta Sauce embodies the pride and excellence that come with our family’s legacy. Whether you're a seasoned chef or a home cook, our pasta sauce jar provides the perfect blend of flavors to make every meal special. Taste the difference with Michael’s of Brooklyn and make your dishes truly extraordinary with our fresh basil, fresh garlic, and Italian olive oil infused pasta sauce.
Value: 2.0
Unit: Count
",https://m.media-amazon.com/images/I/811tgypFhUL.jpg,28.72,2.0,Non GMO Project Verified,,,16 oz (Pack of 2),adult,,,,,1,1,1,0,,Michael's of Brooklyn,Marinara Sauce,Grocery & Gourmet Food,liquid,count,jar,glass,"Premium artisanal brand with strong heritage positioning, targeting home cooks and Italian cuisine enthusiasts. The 16 oz glass jar packaging and 'Non-GMO Project Verified' certification reinforce quality and health-conscious appeal. Pack of 2 offers value while maintaining a premium price point, likely justified by authentic Italian ingredients and family tradition since 1964."
172110,"Item Name: Ritter Sport Bar Cocoa Mousse, 3.5 oz
Bullet Point: Made of good quality ingredient
Value: 3.5
Unit: oz
",https://m.media-amazon.com/images/I/61FKI5o6T8L.jpg,8.95,3.5,,,,with fine whipped cocoa creme,unisex,,,,,1,1,0,0,,Ritter Sport,Cocoa Mousse,Grocery & Gourmet Food,solid,oz,box,cardboard,"Premium positioning is signaled by the brand’s luxury chocolate market reputation and the 'New' product tag, suggesting a recent high-quality introduction. The 100g/3.5 oz size aligns with standard mid-tier chocolate bar quantities, balancing affordability with perceived value. Packaging design, featuring a sleek box with a clear window, enhances premium perception without overtly expensive materials, catering to consumers seeking quality over ultra-budget options."
82531,"Item Name: Betty Crocker Peanut Butter Cookie Mix - 17.5 oz - 3 pk
Product Description: Betty Crocker Cookie Mix, Peanut Butter, 17.5-Ounce Pouches <ul><li> 17.5-ounce packages 210 ounces)</li><li>Made with peanut butter, enriched flour, and molasses</li><li>Homemade cookies ready in 20 minutes</li><li>Just add oil, water, and egg makes 3 dozen 2-inch cookies</li><li>Crowd-pleasing treats from the kitchen made in the United States </li></ul>
Value: 52.5
Unit: Ounce
",https://m.media-amazon.com/images/I/91aT-uuM3qL.jpg,2.99,17.5,,,,"Naturally Flavored, 17.5 oz",unisex,United States,,,1.0,1,0,1,0,,Betty Crocker,Peanut Butter Cookie Mix,Grocery & Gourmet Food,powder,oz,pouch,plastic,"Mid-tier branded cookie mix from Betty Crocker, positioned as a convenient, quick-preparation baking product. The 17.5 oz pouch format is part of a 3-pack bundle deal, offering cost efficiency for bulk buyers. 'Naturally Flavored' claim and absence of premium branding suggest a standard, mass-market product with no organic or specialty certifications, targeting home bakers seeking easy, crowd-pleasing treats."
182665,"Item Name: Happy Baby Organics Stage 2 Baby Food Pouches, Gluten Free, Vegan & Healthy Snack, Clearly Crafted Fruit & Veggie Puree, Apples, Bananas, Plums & Granola, 4 Ounces (Pack of 16)
Bullet Point 1: Clearly Crafted: When it comes to caring for your baby, transparency is everything. That’s why we bring you Clearly Crafted. Our clear packaging lets you see the ingredients in each recipe, in all its vibrant color. It's goodness you can see
Bullet Point 2: Stage Two Eaters: Great for the exploratory taste buds of Stage 2 eaters, our Stage 2 baby foods and baby snacks introduce baby to simple balances of fruits and veggies in a smooth puree with all the new flavors your baby is learning to love
Bullet Point 3: Happy Baby: We provide organic, delicious options for your baby's nutritional journey; Happy Baby offers baby food pouches, cereals, teething wafers, baby snacks and more made for your little one
Bullet Point 4: Happy Family Organics: We are on a mission to change the trajectory of children's health through nutrition; We provide age and stage appropriate premium food products for baby, tot, kid, and mama
Bullet Point 5: Our Happy Promise: All products are certified USDA organic and made with non-GMO ingredients grown without the use of toxic persistent pesticides
Value: 8.0
Unit: Count
",https://m.media-amazon.com/images/I/61mbcBS9P2L.jpg,2.19,16.0,USDA Organic,Non-GMO Project Verified,,"Bananas, Plums & Granola (4 oz pouch)",baby,,,1.0,,1,1,1,0,,Happy Baby Organics,Stage 2 Baby Food Pouches,Baby,liquid,count,pouch,plastic,"Premium organic baby food positioned for health-conscious parents, emphasizing transparency and quality. The 16-pack multipack deal offers cost efficiency per pouch while maintaining high-end organic and vegan certifications. Clearly crafted packaging and stage-specific formulation signal targeted value for parents prioritizing nutrition and simplicity. Brand trust and specialty dietary compliance (gluten-free, non-GMO) justify premium pricing."
75602,"Item Name: Snyder's of Hanover Pretzel Pieces, Hot Buffalo Wing, 12 Ounce (Pack of 12)
Bullet Point 1: HOT BUFFALO WING PRETZELS: Generous chunks of our Sourdough Hard Pretzels are bursting with the bold flavor of hot buffalo wings
Bullet Point 2: BITE SIZE, CRUNCHY SOURDOUGH PRETZELS: The red hot taste of real, five alarm buffalo wings, in delicious bite size pieces
Bullet Point 3: SCHOOL SNACK: Made in a facility that does not process peanuts safe for nut free schools
Bullet Point 4: GREAT SNACK FOR FOOTBALL SEASON: Flavorful snack for after school, parties, tailgating and game night
Bullet Point 5: Ships as a single shareable 12 ounce bag
Value: 12.0
Unit: Ounce
",https://m.media-amazon.com/images/I/813+MsZ8NHL.jpg,6.145,12.0,,,,"Hot Buffalo Wing, 12 Ounce (Pack of 12)",adult,,,,,1,0,0,0,,Snyder's of Hanover,Pretzel Pieces Hot Buffalo Wing,Grocery & Gourmet Food,solid,oz,bag,plastic,"Positioned as a bold, flavor-focused snack with a specialty seasoning, likely targeting sports and social occasions. Packaging design emphasizes taste and chunky texture, suggesting a premium experience within the budget snack category. The 12-ounce pack size and multi-pack option indicate value-oriented pricing, while the absence of organic, natural, or premium claims aligns it with standard mass-market snacking options."
