sample_id,catalog_content,image_link,price_x,declared_quantity,certifications_0,certifications_1,certifications_2,variant,target_demographic,country_of_origin,manufacturer,is_organic,is_natural,edible,is_premium,is_bundle_deal,is_limited_edition,price_y,brand_name,product_name,category,product_form,declared_unit,packaging_type,packaging_material,overall_summary
188565,"Item Name: Tweaker Energy Shots - Pomegranate Flavor - Zero Sugar, Zero Calorie Keto-Friendly Energy Shot - 2 oz Regular Strength with Natural Caffeine Boosters (Pack of 12)
Bullet Point 1: Smooth Energy Boost Equivalent to 2 Cups of Coffee: Tweaker Pomegranate Energy Shot provides the perfect pick-me-up with the caffeine equivalent of 2 cups of coffee, delivering instant energy to keep you focused and productive throughout the day.
Bullet Point 2: Zero Sugar, Zero Calories – A Healthier Energy Solution: Enjoy clean, guilt-free energy with a sugar-free and calorie-free formula, making it a great choice for anyone watching their carb intake or following a Keto lifestyle.
Bullet Point 3: Natural Energy-Boosting Ingredients for Added Wellness: Fortified with Ginseng, Yerba Mate Leaf Extract, and Green Tea Extract, this energy shot not only powers you through your day but also offers additional health benefits, supporting sustained energy and focus.
Bullet Point 4: Refreshing and Delicious Pomegranate Flavor: Savor the vibrant and invigorating taste of pomegranate, a flavorful way to stay energized without the artificial aftertaste of traditional energy drinks.
Bullet Point 5: Crash-Free, Long-Lasting Energy in a Convenient 2oz Size: Say goodbye to jitters and crashes! Tweaker energy shot delivers long-lasting, smooth energy in a portable bottle, perfect for busy days, workouts, or when you need a quick energy boost on the go.
Product Description: Delicious and nutrient rich Pomegranate packs a mighty punch. This Tweaker Energy Pomegranate 2oz Shot is a shot of liquid energy that can make you feel alert and feel full of vitality for several hours. The synergistic effect of our Health Club Quality ingredients and a perfect blend of caffeine, should not leave you with a crash. It has zero sugar, zero calories and zero carbs.
Value: 12.0
Unit: count
",https://m.media-amazon.com/images/I/61Ps3DYWTfL.jpg,9.0,12.0,,,,Pack of 12,adult,,,,1.0,1,0,1,0,,Tweaker,Tweaker Energy Shots - Pomegranate Flavor,Grocery & Gourmet Food,liquid,count,box,mixed,"Budget-friendly multipack of 12 single-serving energy shots, positioned as a value-oriented health and wellness product. The packaging is functional rather than premium, with a mixed-material box and plastic bottles, and lacks high-end branding cues. Targets health-conscious consumers seeking a keto-friendly, zero-sugar energy alternative, supported by natural ingredients and a competitive 'bundle deal' structure for cost efficiency."
99135,"Item Name: Plum Organics Teensy Snacks Organic Toddler Fruit Snacks, Berry, 1.75 Ounce Bags (Box of 5)
Bullet Point 1: SOFT TODDLER SNACKS: Yummy berry toddler fruit snacks are perfect for little mouths to chew & made simple for your tot
Bullet Point 2: YUMMY ORGANIC FRUIT SNACK: Made with a blend of organic fruit purees, including berry, cherry, and apple
Bullet Point 3: NON-GMO, ORGANIC TODDLER SNACK: Plum uses only certified organic, non-GMO ingredients for nutritional goodness. Plus it's Kosher Parve
Bullet Point 4: WE'RE A B CORP: At Plum Organics, we're committed to our customers and our planet and are focused on sustainable product design and safe ingredient sourcing
Bullet Point 5: Ships as one box of 5 organic fruit snacks
Product Description: Baby Food Meals
Value: 1.75
Unit: Ounce
",https://m.media-amazon.com/images/I/81iNjEuIADL.jpg,7.720000000000001,1.75,USDA Organic,Kosher Parve,,"berry, 5-pack",kids,,,1.0,1.0,1,0,1,0,,Plum Organics,Teensy Snacks,Grocery & Gourmet Food,solid,oz,box,mixed,"Plum Organics positions this product as an organic, non-GMO, and kosher-certified toddler snack, catering to health-conscious parents. The 5-pack bundle provides convenience and perceived value, while the berry flavor and fruit-based ingredients align with organic and natural trends. The lack of premium branding or luxury cues suggests a mid-to-high-range price for the organic snack category, justified by certifications and target demographic."
184558,"Item Name: Two Rivers Coffee Mega Coffee Lovers Pods, Compatible with K Cup Brewers Including 2.0, Assorted Variety Sampler Pack, 100 Count
Bullet Point 1: Contains Dark Roast, Medium Roast, Light Roast, Extra Bold, and Flavored Coffee. Individual flavor may vary!
Bullet Point 2: Coffee, coffee and more coffee. This Bold Sampler pack has it all from bold to decaf and flavored to complex roasts. If you are a coffee lover, enjoy a variety of coffees or you are trying to please a crowd, then here you go.
Bullet Point 3: Two Rivers Coffee Sampler Packs allows you to enjoy an assortment of beverages without buying so many different boxes. Your Coffee, Tea, Hot Cocoa, Cider, Cappuccino headquarters. Yeah... We got you covered.
Bullet Point 4: Compatible with K Cup Brewers Including 2.0.
Bullet Point 5: We are not affliated or endorsed by Keurig Green Mountain
Value: 100.0
Unit: Count
",https://m.media-amazon.com/images/I/911rwcRur1L.jpg,38.8,100.0,,,,Assorted Variety Sampler Pack,adult,,,,,1,0,1,0,,Two Rivers Coffee,Mega Coffee Lovers Pods Assorted Variety Sampler Pack,Grocery & Gourmet Food,Capsule,count,box,mixed,"A budget-friendly, multi-pack sampler designed to cater to diverse coffee preferences, offering value through variety without requiring multiple purchases. The lack of premium branding or organic claims positions it as a cost-effective option for casual coffee drinkers or those testing flavors. Packaging is generic and functional, aligning with its mass-market, convenience-driven appeal."
209653,"Item Name: Java House Cold Brew Espresso Cocktail Mix, Ready to Use Liquid Coffee Concentrate– 32 fl oz (makes 32 cocktails)
Bullet Point 1: PERFECT COCKTAILS IN SECONDS: No wait times. No brewing. No equipment. Just pour and enjoy. Don’t spend the evening waiting for coffee to brew. Delicious cold brew coffee cocktails are at your fingertips with our coffee concentrate cocktail mix.
Bullet Point 2: RICH, AMAZINGLY SMOOTH FLAVOR: Unmatched quality that sets Java House apart! Indulge in the rich and velvety taste of our signature cold brew process. Made with 100% Arabica coffee beans, our cold brew concentrate is naturally sugar free.
Bullet Point 3: BARTENDER FRIENDLY: Effortless cocktail-making made simple! Craft the perfect espresso martini every time with ease, thanks to our convenient 32 serving bottle. Just pour, add spirits, and shake.
Bullet Point 4: NO EQUIPMENT NEEDED: Convenience at your fingertips! Say goodbye to complex brewing equipment and cocktail machines– our espresso cocktail kit offers the ultimate solution for enjoying a top-notch cocktail without a costly investment.
Bullet Point 5: ENDLESS OPPORTUNITIES: Craft a flawless espresso martini or try another recipe. Hot or iced, shaken or stirred, our liquid cold brew mix will deliver the best cocktails (or mocktails) every time.
Value: 32.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61hasXdiAiL.jpg,22.99,32.0,,,,32 fl oz (makes 32 cocktails),adult,,,,0.0,1,0,0,0,,Java House,Espresso Cocktail Mix,Grocery & Gourmet Food,liquid,fl_oz,bottle,plastic,"Convenience-focused liquid coffee concentrate designed for quick cocktail preparation, targeting home bartenders and casual mixologists. The 32-fl-oz plastic bottle emphasizes ease of use with no equipment required, positioning it as a budget-friendly, mid-tier product. Absence of premium branding or certifications suggests a value-driven product aimed at volume-based affordability for party or personal cocktail use."
113924,"Item Name: Country Time Lemonade Naturally Flavored Powdered Drink Mix 2 Count 63 oz Canisters
Bullet Point 1: Two 63 oz. canisters of Country Time Naturally Flavored Lemonade Powdered Drink Mix
Bullet Point 2: Enjoy Country Time all year knowing it uses no artificial sweeteners or flavors
Bullet Point 3: Made with real sugar, our Lemonade drink mix tastes like it was freshly squeezed and mixed
Bullet Point 4: Arrives in bulk jumbo resealable canisters for portability
Bullet Point 5: Includes a pre-measured scoop so every drink has the perfect amount
Bullet Point 6: Each canister of lemonade mix makes 26 quarts of lemonade
Value: 126.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91sPgJDW30L.jpg,11.79,2.0,,,,2 Count 63 oz Canisters,unisex,,,,1.0,1,0,1,0,,Country Time,Lemonade Naturally Flavored Powdered Drink Mix,Grocery & Gourmet Food,powder,other,other,mixed,
209258,"Item Name: The FROOT Thief Real Fruit Snack Whips, Mango, Nut Free, Perfect for School Lunches and Snacks, Individual Bags Kids Snacks, 5 Pack
Bullet Point 1: 100% REAL FRUIT: We believe in natural sweetness and use only the finest, freshest fruits with a splash of fruit juice. They’re 100% natural, kosher, and tasty too!
Bullet Point 2: STRICTLY NUT FREE: For safety, our whips are produced in a dedicated fruit-handling facility that is strictly nut and peanut-free, making them a safe and satisfying snack for everyone
Bullet Point 3: 70 CALORIES PER SERVING: Our fruit whips are a guilt-free way to satisfy your sweet tooth. They are low in calories and high in fiber, making them a perfect snack for any time of day
Bullet Point 4: NO ADDED NASTIES: Non-GMO, nut-free, no refined sugar, gluten-free, dairy free, vegan, and contain no artificial colors, flavors, or preservatives
Bullet Point 5: DELICIOUSLY FUN: Our fruit snacks are a whopping 9 feet long and individually wrapped, perfect for kids lunchboxes, your backpack for that outdoor adventure, or to enjoy as a standalone snack!
Value: 5.0
Unit: Count
",https://m.media-amazon.com/images/I/81biViQfWtL.jpg,5.77,5.0,Kosher,,,"Mango, 5-Pack Individual Bags",kids,,,,1.0,1,0,1,0,,The FROOT Thief,Real Fruit Snack Whips,Grocery & Gourmet Food,solid,count,box,cardboard,"A budget-friendly, kid-focused snack positioned as a healthy alternative with strong functional benefits (nut-free, gluten-free, vegan, non-GMO). The 5-pack bundle deal emphasizes convenience and shareability, ideal for school lunches or group snacks. Packaging design and playful branding target children, while nutritional claims (no added sugar, high fiber) justify a mid-range price tier. The absence of premium indicators suggests a value-oriented market position."
297713,"Item Name: Rani Cumin (Jeera) Powder Spice 16oz (1lb) 454g PET Jar ~ All Natural | Vegan | Gluten Friendly | NON-GMO | Kosher | Indian Origin
Bullet Point 1: You'll LOVE our Cumin Powder by Rani Brand Here's Why:
Bullet Point 2: ❤️Now KOSHER! 100% Natural, Non-GMO, No Preservatives, Vegan, Gluten Friendly, PREMIUM Gourmet Food Grade Spice.
Bullet Point 3: ❤️Packed in a no barrier Plastic Jar, let us tell you how important that is when using Indian Spices! Rani is a USA based company selling spices for over 40 years, buy with confidence!
Bullet Point 4: ❤️Comes from Indian Origin, known for its bitter-sweet cumin properties.
Bullet Point 5: ❤️Net Wt. 16oz (1lb) 454g, Authentic Indian Product, Product of India Alternative Name: (Indian) Jeera
Product Description: <b>Cumin</b>A Little History! <br> Cumin is native to Upper Egypt, now cultivated throughout India. This spice is used in numerous kitchens around the world. Cumin is a main ingredient in Indian cooking, blends with various spices to make curry powder, garam masalas and other blends. Tasting slightly bitter, sharp and warm, cumin has a very heavy, strong aroma. <br> <br> Product Type: Ground Powder <br> Packaging: Plastic Bottle <br> Net Wt. 16oz (1lb) 454g <br> Product of India <br> <br> Alternative Name (Indian) Jeera
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91Uk+SDj4SL.jpg,12.99,454.0,KOSHER PARVE,,,16oz (454g),unisex,India,,,1.0,1,1,0,0,,Rani Brand,Cumin Ground (Jeera Ground),Grocery & Gourmet Food,powder,g,container,plastic,"Premium gourmet spice positioned as a specialty product with certifications like Kosher and natural claims. The 454g plastic container signals a balance between practicality and quality, targeting health-conscious consumers seeking authentic Indian spices. Brand heritage (44 years) and 'premium gourmet food grade' labeling suggest a mid-to-high price tier relative to generic alternatives. The absence of preservatives and specific certifications like organic may limit premium positioning but align with mid-market spice pricing."
262062,"Item Name: Equal Exchange Organic Coffee, Midnight Sun, Whole Bean, 10-Ounce Bag
Bullet Point 1: French Roast
Bullet Point 2: Whole Bean Coffee
Bullet Point 3: Fairly Traded
Bullet Point 4: USDA Certified Organic
Bullet Point 5: Kosher Pareve certified by the Orthodox Union
Value: 10.0
Unit: ounce
",https://m.media-amazon.com/images/I/61L51gCz8JL.jpg,22.32,10.0,USDA Organic,Kosher Pareve (Orthodox Union),,"French Roast, Whole Bean, 10 oz",adult,,,1.0,,1,1,0,0,,Equal Exchange,Organic Coffee Midnight Sun,Grocery & Gourmet Food,Whole Bean,oz,bag,mixed,"Specialty coffee brand with strong ethical and organic positioning, targeting health-conscious and socially aware consumers. Premium pricing is justified by USDA Organic certification, fair trade sourcing, and small-farmer support. The 10 oz bag offers a balanced quantity for single-household use, with French roast profile suggesting a mid-to-high price point relative to conventional whole-bean coffees."
178837,"Item Name: Maxwell House Breakfast Blend Light Roast K-Cup® Coffee Pods (72 ct Pack, 6 Boxes of 12 Pods)
Bullet Point 1: Seventy-two Maxwell House Breakfast Blend Light Roast K-Cup Coffee Pods
Bullet Point 2: Maxwell House Light Roast Breakfast Blend Coffee K Cups are the perfect balance of strength and flavor
Bullet Point 3: Enjoy a well balanced, bright, lively light roast coffee with a smooth taste that's good to the last drop
Bullet Point 4: Made with 100% pure coffee
Bullet Point 5: Perfect for use in Keurig 1.0 & 2.0 brewing systems
Bullet Point 6: Packaged in individual K Cups for single-serve use every morning
Bullet Point 7: Maxwell House coffee has been proudly roasted in the USA since 1892
Bullet Point 8: Certified Kosher coffee
Bullet Point 9: Store this box of coffee pods in a dry place
Value: 72.0
Unit: Count
",https://m.media-amazon.com/images/I/81+Z4+YyTlL.jpg,12.94,72.0,Kosher,,,72 ct Pack (6 Boxes of 12 Pods),adult,United States,,,,1,0,1,0,,Maxwell House,Breakfast Blend Light Roast K-Cup® Coffee Pods,Grocery & Gourmet Food,Capsule,count,box,cardboard,"A mid-tier, value-oriented coffee pod product positioned for everyday use. The bundle packaging of six 12-pod boxes provides cost efficiency and convenience for frequent Keurig users. Brand heritage (since 1892) and certification (Kosher) add credibility, while the light roast flavor and single-serve format cater to mainstream adult coffee drinkers seeking balanced flavor without premium pricing. Packaging design is functional but not luxury-focused, reinforcing a practical, affordable positioning."
167008,"Item Name: Food to Live - Garbanzo Beans, 1 Pound Whole Dried Raw Chickpeas, Kosher, Vegan, Bulk, Sproutable, Low Sodium, Good Source of Dietary Fiber, Protein, Iron, Folate, and Thiamin
Bullet Point 1: ✔️ Garbanzo Beans, a.k.a. chickpeas are a great addition to any meal plan due to their nutritious value.
Bullet Point 2: ✔️ High fiber content of Garbanzo Beans makes them an effective aid in low-calorie programm.
Bullet Point 3: ✔️Food to Live Garbanzo Beans are delicious and natural. Without any additives.
Bullet Point 4: ✔️ Garbanzo Beans (Chickpeas) give you essential minerals and a boost of folate.
Bullet Point 5: ✔️ A great protein-rich food for vegans and vegetarians who want to maintain a meal plan.
Product Description: Product Description Garbanzo Beans, like the rest of the legumes, come highly suggested by main US associations . Food to Live Garbanzo Beans are a delicious top-quality product that will enrich your meal plan. There are dozens of amazing chickpea recipes and you can enjoy eating them regardless of your meal plan. The high content of dietary fiber and essential nutrients make garbanzo beans one of the greatest foods available today. Directions Cooking chickpeas (garbanzo beans) beans is easy. They need to be soaked, either overnight or brought to a boil and left to soak for an hour. Once cooked, garbanzo beans can be added to salads or used in a great number of recipes. This product is processed in a facility that also processes tree nuts and wheat.
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71YPfoQ+NyL.jpg,13.61,16.0,,,,1 Pound Whole Dried Raw,unisex,,,,1.0,1,1,0,0,,Food to Live,Garbanzo Beans (Chickpeas),Grocery & Gourmet Food,granule,oz,bag,plastic,"Premium positioning highlighted by 'delicious & healthy' branding and 'premium quality' claim on packaging. Bulk 1 lb size with resealable feature emphasizes value for health-conscious consumers, particularly vegans and vegetarians. Nutrient-focused messaging (high fiber, protein, iron) supports a mid-to-high price tier, though absence of organic/GMO certifications may slightly limit premium perception."
