sample_id,catalog_content,image_link,price_x,declared_quantity,certifications_0,certifications_1,certifications_2,variant,target_demographic,country_of_origin,manufacturer,is_organic,is_natural,edible,is_premium,is_bundle_deal,is_limited_edition,price_y,brand_name,product_name,category,product_form,declared_unit,packaging_type,packaging_material,overall_summary
268732,"Item Name: Kikkoman Soup - Instant Shiro Miso - Case Of 24 - 1.05 Oz24
Value: 25.2
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71GJlB9M28L.jpg,7.95,24.0,,,,Case of 24 packets (1.05 oz each),unisex,,Kikkoman Corporation,,,1,0,1,0,,Kikkoman,Instant Shiro Miso Soup,Grocery & Gourmet Food,granule,count,wrapper,mixed,"A standard-sized value pack of 24 single-serving miso soup packets, positioned as a convenient, ready-to-use product for quick meal preparation. The packaging suggests affordability and practicality for bulk consumption, targeting households or individuals seeking efficient cooking solutions. No premium or specialty claims are visible, reinforcing a mid-range price point driven by quantity and brand recognition."
214301,"Item Name: Eastanbul Baklava, 5 Packs Baklava Gift Box, Baklava Pastry, Middle Eastern Sweets Gift Box, Premium Gourmet Desserts, Baklava Pistachio Cashew Rich Arabic Turkish Baklava, Christmas Gifts, 1.1lb
Bullet Point 1: SIGNATURE BAKLAVA VARIETY BY EASTANBUL: We're proud to present another gourmet selection of mouthwatering desserts and pastries for delivery from the delectable repertoire of Arabic Sweets & Turkish Sweets. From Mebruma to King's Crown and Pouch, you will enjoy the 5 delish Baklava Assortment prepared with delicately thin phyllo dough and Kataifi shredded fillo dough and generously filled and decorated with baklava pistachios and cashews.
Bullet Point 2: SCRUMPTIOUS FLAKY TEXTURE & WELL-BALANCED SWEETNESS: For those who are looking for decadent bakery desserts selections, our baklawa variety will be a big hit. Flaky and crispy golden and glistening phyllo and kataifi pastry layers are not dried out but rather moist in perfect consistency. Yet never weighed down by sticky honey. You will taste the elegance without a sickly sweet throat burning aftertaste found in some downgraded versions of Turkish Desserts & Middle Eastern Snacks Originals
Bullet Point 3: LAVISH FEAST OF TURKISH PISTACHIOS AND CASHEWS: The nut content in our elaborate cashew and pistachio baklava selection truly deserves special mention. At each bite, you'll be met with the generously infused fresh and crunchy grace of nuts tantalizing your taste buds. Such that, the variance in lightness and heaviness of bakalava doesn't stem from the drizzling of sugar syrup but rather from the nuts themselves.👌Their rich and buttery textures, come together to create a luxurious heartiness
Bullet Point 4: BLISS BITE BOX, GREAT FOR GIFTING: With its reliable double shrink wrap, sealed inside and out classy presentation packaging, Eastanbul Assorted Baklava makes a great gift for your loved ones. The most elegant response to the quest for Christmas Gifts, Birthday Gifts, Mother's Day Gifts, Graduation Gifts, Ramadan Gifts, Housewarming Gifts, Hostess Gift, Pastries Gift, Food Gifts Valentine's Day Gift
Bullet Point 5: BON APPÉTIT 👌: Handmade with premium ingredients such as top-notch quality nuts, wheat flour, beet sugar and clarified butter ghee. Suitable for vegetarians. Halal. Perfect for those avoiding Baklava pastry with honey because of their honey allergies. Goes lovely with hot and cold beverages and with various cocktails🍸Serve in all kinds of get-together occasions be it formal or casual. Compare it with its close cousins such as Syrian Baklava, Lebanese Baklava, Turkish Baklava, or Greek Baklava
Product Description: <p><strong>Traditional Turkish Delight (Lokum)</strong></p><ul><li>A Staple from Middle Eastern Sweets</li><li>A splendid, assorted baklava pastry selection&nbsp;</li><li>Premium Baklava,&nbsp; Pistachio &amp; Cashew rich.</li><li>5 Varieties of&nbsp; Damascene Style Arabic Baklava Sweets</li><li>No Artificial Colors</li><li>No Preservatives</li><li>Perfect Gift for Any Occasion</li><li>Recommended Serving Size: 3 Pieces per Serving</li><li>Allergen Warning: Includes Gluten and Nut</li></ul><p>&nbsp;</p>
Value: 17.5
Unit: Ounce
",https://m.media-amazon.com/images/I/811q4Ze0wWL.jpg,32.99,1.1,,,,5 Packs Baklava Gift Box,unisex,,,,,1,1,1,0,,Eastanbul,Baklava,Grocery & Gourmet Food,solid,lb,box,cardboard,"Premium gourmet baklava positioned as a high-end, gift-worthy product with a focus on quality ingredients and craftsmanship. The 5-pack bundle packaging and handmade claim suggest a mid-to-upper-tier price point, targeting special occasions and gift buyers. The absence of artificial colors/preservatives and emphasis on 'Damascene Style' further elevates its perceived value, justifying a premium price compared to mass-market baklava options."
111234,"Item Name: DaVinci Gourmet Chocolate Sauce, 64 Fluid Ounces (Pack of 1)
Bullet Point 1: Chocolate Sauce: Discover deep chocolate flavor from natural and Dutch cocoas and satisfy every chocolate lovers' craving.
Bullet Point 2: Easy To Use: Easily use DaVinci Gourmet Chocolate Sauce to top off drinks, coffee, ice cream sundaes and more all with our 1/2 gallon plastic jug.
Bullet Point 3: Many Uses: Add our sauces to coffee, mochas, frappes or hot cocoa, drizzle it over whipped cream atop beverages for a ribbon of decadence, or pour it over ice cream or milkshakes to enhance flavor!
Bullet Point 4: Gourmet Quality: Our syrups, sauces & coffee & smoothie mixes feature perfectly balanced sweetness & an array of 170 tasty flavors to complement hot & cold beverages from coffee to tea to lemonade.
Bullet Point 5: DaVinci Gourmet was born out of Seattle’s coffee culture in 1989 and is driven by a passion for crafting exceptional flavors that stir emotion and invigorate guests; We were born to raise flavor
Value: 64.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71Cu1ItLJHL.jpg,18.72,64.0,,,,64 Fluid Ounces,adult,,,,,1,1,0,0,,DaVinci Gourmet,Chocolate Sauce,Grocery & Gourmet Food,liquid,fl_oz,bottle,plastic,"Premium gourmet chocolate sauce positioned as a high-quality, flavor-focused product in the DaVinci Gourmet brand portfolio. The 64 fl oz plastic jug packaging, combined with 'deep chocolate flavor from natural and Dutch cocoas' and 'gourmet quality' claims, signals a mid-to-high price tier. Brand heritage and artisanal flavor crafting ('born out of Seattle’s coffee culture') reinforce perceived value, while the large volume offers potential cost efficiency for frequent users."
171967,"Item Name: Louisiana Fish Fry Remoulade Sauce, 10.5 Ounce (Pack of 2)
Bullet Point 1: Item Package Length: 9.144cm
Bullet Point 2: Item Package Width: 13.716cm
Bullet Point 3: Item Package Height: 27.686cm
Bullet Point 4: Item Package Weight: 1.021 kg
Value: 21.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71jSDjas24L.jpg,3.24,2.0,,,,10.5 Ounce (Pack of 2),unisex,,,,,1,0,1,0,,Louisiana Fish Fry Products,Remoulade Sauce,Grocery & Gourmet Food,liquid,count,bottle,plastic,"A mid-tier regional specialty sauce positioned for seafood lovers, particularly targeting consumers seeking authentic Louisiana flavors. The pack-of-two format with a standard 10.5 oz bottle size suggests a balance between cost efficiency and convenience, appealing to households or casual diners. The absence of premium branding or organic claims, coupled with functional plastic packaging, indicates a commodity-priced product with a focus on taste authenticity rather than luxury positioning."
285432,"Item Name: Squirt Soda, Grapefruit, 12 Fl Oz Cans, 12 Pack
Bullet Point 1: NATURALLY FLAVORED: Squirt is a light, refreshing and fun soda with natural citrus flavors
Bullet Point 2: CAFFEINE FREE: Squirt is caffeine-free which makes it the perfect drink to enjoy any time of day
Bullet Point 3: COCKTAIL MIXER: Mix Squirt with tequila and lime for a refreshing and unique Paloma cocktail
Bullet Point 4: TRUSTED SINCE 1938: Created in Phoenix, Arizona, Squirt requires less fruit and sugar than other sodas and has been a favorite since 1938
Bullet Point 5: THIRST QUENCHER: Squirt is the grapefruit soda that quenches your thirst and always hits the spot
Value: 144.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/819-JZxsDbS.jpg,9.44,12.0,,,,"Grapefruit, 12 Fl Oz Cans, 12 Pack",unisex,United States,,,1.0,1,0,1,0,,Squirt,Squirt Soda,Grocery & Gourmet Food,liquid,fl_oz,can,metal,"Mid-tier brand with a long-standing heritage (since 1938), positioned as a lighter, more natural alternative to traditional sodas. The 12-pack multipack format suggests value-oriented pricing for bulk consumption, while the 'natural citrus flavors' and 'less fruit/sugar' claims may justify a slight premium over generic sodas. Metal can packaging and lack of premium branding or certifications align it with standard grocery shelf products."
256598,"Item Name: Lindt LINDOR Strawberries and Cream Chocolate Truffles, 8.5 Ounce (Pack of 12)
Bullet Point 1: A valentine's day delight
Bullet Point 2: A delicate white chocolate shell infused with strawberry envelops an irresistibly smooth strawberries and cream white truffle filling
Bullet Point 3: Smooth, melting, luscious
Bullet Point 4: Lindt, chocolate beyond compare
Bullet Point 5: Kosher certified, made in the usa
Value: 102.0
Unit: oz
",https://m.media-amazon.com/images/I/61WdLG+gFbL.jpg,6.48,8.5,Kosher,,,"Limited Edition, 8.5 oz (240g), Pack of 12",unisex,United States,,,,1,1,0,1,,Lindt,LINDOR Strawberries and Cream Chocolate Truffles,Grocery & Gourmet Food,solid,oz,box,cardboard,"Premium gourmet chocolate truffles positioned as a luxury Valentine's Day treat, featuring a limited-edition design and high-end packaging indicative of a premium price point. The brand's reputation for quality chocolate and the specialized flavor profile justify a higher price per unit. Kosher certification and U.S. manufacturing add to the perceived value, targeting consumers willing to pay a premium for specialty confections."
261214,"Item Name: La Croix Sparkling Water, Peach-Pear, 12 fl oz
Bullet Point 1: No fat, carbohydrates or sugars
Bullet Point 2: Calorie and sodium free with no artificial sweeteners
Bullet Point 3: Made with the natural essences of peach, pear and carbonated water
Bullet Point 4: One 12 fl oz can of peach-pear sparkling water
Product Description: La croix's peach-pear sparkling water is made with the natural essences of lime and carbonated water. That's it, 2 simple ingredients. Our lime sparkling water is calorie and sodium free with no artificial sweeteners. There's no fat, carbohydrates or sugars in our drink and it comes in a stylish 12 fl oz can.
Value: 12.0
Unit: fl oz
",https://m.media-amazon.com/images/I/61cb5g57pyL.jpg,12.96,12.0,,,,"Peach-Pear, 12 fl oz",unisex,,,,1.0,1,0,0,0,,La Croix,Sparkling Water,Grocery & Gourmet Food,liquid,fl_oz,can,metal,"Budget-friendly, mass-market sparkling water with a focus on simplicity and health-conscious attributes. The 12 fl oz aluminum can packaging is functional and visually appealing but lacks premium or luxury indicators. Positioned as a low-calorie, sugar-free alternative with natural flavors, it caters to health-conscious consumers without any premium branding or organic claims, suggesting a mid-range price point driven by volume and brand recognition."
131746,"Item Name: Camp'Oro Le Aromatiche: Basil-Infused Tagliatelle Italian Pasta - 17.6 Ounce (Flavorful and Authentic)
Bullet Point 1: Made in Italy
Bullet Point 2: SIMPLE INGREDIENTS: Durum wheat semolina, basil 0.5%
Bullet Point 3: AIR DRIED from 24 to 72 Hours
Bullet Point 4: Family Owned Small Batch Production
Bullet Point 5: Quality pasta that is made according to an ancient art passed down through generations
Bullet Point 6: Unparalleled taste as a result of traditional production and drying processes. Product of Italy.
Value: 17.6
Unit: Ounce
",https://m.media-amazon.com/images/I/81v7J-uWK0L.jpg,24.07,500.0,,,,,adult,Italy,,,,1,1,0,0,,Camp'Oro,Le Paste Aromatiche: Tagliatelle al Basilico,Grocery & Gourmet Food,solid,g,wrapper,mixed,"Premium Italian artisanal pasta with a distinct basil flavor, emphasizing traditional craftsmanship and small-batch production. The packaging and branding convey high quality and authenticity, supported by air-drying techniques and family-owned heritage. Positioned as a specialty product for pasta enthusiasts, likely priced above standard grocery pasta due to its authentic, labor-intensive production and Italian origin."
276477,"Item Name: Nakano Seasoned Rice Vinegar, 12 fl oz
Value: 6.0
Unit: Count
",https://m.media-amazon.com/images/I/51Qtlj0SRPL.jpg,28.225,12.0,Non GMO Project Verified,,,Mild & Sweet,unisex,,,,,1,0,0,0,,Nakano,Seasoned Rice Vinegar,Grocery & Gourmet Food,liquid,fl_oz,bottle,plastic,"Mid-tier branded rice vinegar with a standard 12 fl oz plastic bottle, positioned as a mild and sweet seasoning option. The Non GMO Project Verified certification suggests a quality-conscious but not premium positioning. Packaging design is functional and visually aligned with affordable pantry staples, lacking luxury cues but benefiting from brand heritage (established since 1804). Pricing would likely reflect its role as a reliable, everyday cooking ingredient rather than a specialty product."
56807,"Item Name: Saltee Natural Vegan Salts,Mixes, Chilies and Spices 1.76 oz each (SOLD BY PIECE) (Morita Chili, Pack of 1)
Value: 1.76
Unit: Ounce
",https://m.media-amazon.com/images/I/61SOVd1pBIL.jpg,6.99,55.0,,,,,unisex,,,,1.0,1,0,0,0,,Saltee,Morita Chili Powder,Grocery & Gourmet Food,powder,g,bottle,glass,"Affordable spice product positioned in the mid-range segment with natural and vegan claims. The 55g glass bottle packaging emphasizes freshness and quality, though no premium branding is visible. The '100% Natural' label suggests slightly higher perceived value than standard generic spice powders, but the lack of certifications or origin details keeps it from premium positioning. Packaging design is bold and eye-catching, likely appealing to home cooks and spice enthusiasts."
