sample_id,catalog_content,image_link,price_x,declared_quantity,certifications_0,certifications_1,certifications_2,variant,target_demographic,country_of_origin,manufacturer,is_organic,is_natural,edible,is_premium,is_bundle_deal,is_limited_edition,price_y,brand_name,product_name,category,product_form,declared_unit,packaging_type,packaging_material,overall_summary
288678,"Item Name: Bull-Dog, Vegetable & Fruit Sauce, 16.9-Ounce Units (Pack of 4)
Bullet Point 1: Pack of four, 16.9-ounce, total 67.6-ounce
Bullet Point 2: An authentic Japanese Chuno sauce.
Bullet Point 3: An easy way to have a restaurant style meal at home.
Bullet Point 4: A secret blend of fruits and vegetables for a one of a kind flavor.
Bullet Point 5: Product of Japan.
Value: 67.6
Unit: Fl Oz
",https://m.media-amazon.com/images/I/717TzqA0xUL.jpg,13.4,16.9,,,,16.9 fl oz,unisex,Japan,,,,1,0,1,0,,Bull-Dog,Vegetable & Fruit Sauce,Grocery & Gourmet Food,liquid,fl_oz,bottle,glass,"Authentic Japanese Chuno sauce with a semi-sweet flavor profile, positioned as a premium restaurant-style condiment for home use. Glass bottle packaging suggests quality, while the unique fruit-vegetable blend indicates a niche, specialty product. Pricing likely reflects its import status and artisanal positioning rather than commodity pricing."
223338,"Item Name: Beulah's Mini Gummy Worms, 1 Pound Package, 100 Pieces of Candy
Bullet Point 1: Small Bite Size Gummy Worms
Bullet Point 2: Delicious Fruit Flavor
Bullet Point 3: Soft & Chewy
Product Description: Packaged in bulk, these Mini Gummy Worms are a great snack. Share with family and friends or enjoy for yourself.
Value: 16.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61CB-aUgdWL.jpg,20.82,16.0,,,,"1 Pound Package, 100 Pieces",unisex,,,,,1,0,0,0,,Beulah's,Mini Gummy Worms,Grocery & Gourmet Food,solid,oz,bag,,"Bulk-packaged gummy candy with a focus on quantity and affordability. Standard snack product with no premium or specialty claims. Packaging and size suggest a budget-friendly, shareable treat rather than a premium confection."
184915,"Item Name: Kellogg's Breakfast Cereal, Frosted Mini-Wheats, Strawberry, Low Fat, Excellent Source of Fiber, Family Size, 21 oz Box
Bullet Point 1: Start your most important mornings with bite-sized cereal biscuits made with 100% whole wheat infused with the irresistible flavor of strawberries in every satisfying spoonful
Bullet Point 2: Made to give you momentum for the day, these bite-sized, high fiber, 100% whole grain wheat biscuits feature delicious layers of crunchy baked goodness for breakfasts that matter
Bullet Point 3: Contains 41 grams of whole grain per serving; 5 grams of protein per serving of cereal; a good source of 10 vitamins and minerals; an excellent source of fiber; low fat
Bullet Point 4: A low-fat cereal that's sure to please the whole family; enjoy with or without your favorite milk; makes a tasty snack at work, afternoon pick me up at school, or late night treat
Bullet Point 5: Convenient, ready to eat cereal packaged in a 21-ounce box; packaged for freshness and great taste
Value: 21.0
Unit: oz
",https://m.media-amazon.com/images/I/91-cMMsMBbL.jpg,7.765,21.0,,,,Family Size,unisex,,,0.0,1.0,1,0,0,0,,Kellogg's,Frosted Mini-Wheats Strawberry,Grocery & Gourmet Food,solid,oz,box,cardboard,"Family-sized cereal box offering a budget-friendly, high-fiber breakfast option. Positioned as a wholesome, whole grain product with natural flavors, targeting mainstream consumers. Standard cardboard packaging and lack of premium certifications suggest mid-range pricing. Value-oriented with 21 oz serving size."
48497,"Item Name: Simply Organic Ssnng Garlic Pwdr Org Bttl
Value: 1.0
Unit: Count
",https://m.media-amazon.com/images/I/71gmapKjrFL.jpg,6.79,3.64,,,,,unisex,,,1.0,,1,0,0,0,,Simply Organic,Garlic Powder,Grocery & Gourmet Food,powder,oz,bottle,glass,"Organic garlic powder in a glass bottle, positioned as a natural and health-conscious product. The 'Simply Organic' branding suggests a focus on organic ingredients, which may justify a premium price compared to conventional garlic powder. The glass packaging indicates a mid-to-upper-tier product, though not explicitly labeled as premium."
223001,"Item Name: CANDYMAN (3 LBS) Chocolate Candy Bundle with Mixed Individually Wrapped Treats, Fun and Mini Sized Chocolate and Candy for Easter Egg Fillers and Parties
Bullet Point 1: CANDY VARIETY PACK: CANDYMAN offers a 3-pound bag of assorted mini and fun size chocolate candy treats for sharing or to treat yourself
Bullet Point 2: INDIVIDUALLY WRAPPED: Each CANDYMAN mixed piece of candy is individually wrapped and are designed for for trick or treaters or for filling up your candy jar for Halloween candy bowl, Christmas, Holidays, Valentines Day, Holidays
Bullet Point 3: SWEET TASTE: Mixed chocolate candy by CANDYMAN is sourced from top brands. Enjoy the luscious taste of premium chocolate and delicious fillings in our selection. Distribution of different types of chocolate may vary within the bag, with some flavors being more plentiful than others
Bullet Point 4: VERSATILE SNACKING: Snack packs are awesome for bachelorette party favors, mini Christmas stocking stuffer candy, housewarming gifts, white elephant gifts, kitchen pantry staples, and more
Bullet Point 5: WEATHER-AWARE SHIPPING: We track the weather to ensure proper shipping conditions and include ice packs when necessary to avoid melting. Packaged with care by CANDYMAN
Product Description: Introducing the 3 POUND Mixed Chocolate Candy Variety Assortment Mix, Your Ultimate Candy Delight! Indulge in chocolate with this CANDYMAN Mix, featuring a medley of beloved classics. Say goodbye to chocolatey catastrophes! Our chocolates come with their very own personal ice bodyguard. With us, there are no choco puddles on your watch! Our fun and mini size assorted mix being temperature sensitive, undergoes weather-based monitoring, and we employ ice packs and special packaging during hot temperatures to prevent melting during shipping. This bulk sized candy assortment bag is your companion for any occasion, whether it's filling up candy bowls at the office or adding a touch of sweetness to your home. With a mix of fun sized and bite sized portions, you have the freedom to relish these treats in whichever way suits your cravings best. From festive Halloween candy bowls to heartwarming Christmas moments, delightful Holidays, and affectionate Valentines Day surprises, our assortment is tailor made to elevate your celebrations on every occasion. Order now and unlock a world of chocolate enchantment that's as unique as you are. The CANDYMAN experience awaits unwrap happiness today!
Value: 48.0
Unit: Ounce
",https://m.media-amazon.com/images/I/71trsbtlQRL.jpg,36.0,48.0,,,,,unisex,,,,,1,0,1,0,,CANDYMAN,Mixed Chocolate Candy Variety Assortment Mix,Grocery & Gourmet Food,solid,oz,bag,plastic,"A 3-pound bulk candy assortment featuring mini and fun-sized chocolate treats from various brands. Positioned as a versatile snack for parties, holidays, and gifting, with no premium or organic claims. Packaging and weather-aware shipping suggest a focus on freshness and convenience rather than luxury. Pricing likely driven by volume and assortment variety rather than high-end branding."
167757,"Item Name: Walkers Shortbread Fingers, 5.3-Ounce Boxes (Pack of 12)
Bullet Point 1: Walkers Shortbread fingers shortbread cookies have a crumbly ""melt-in-the-mouth"" texture, are made with real butter and provide just the right amount of sweetness.
Bullet Point 2: Enjoy the pure butter shortbread cookies with either hot or iced tea and coffee for an extra special tasting experience.
Bullet Point 3: Walkers Shortbread pure butter Scottish shortbread cookies are an ideal high quality food gift for all your gift giving needs!
Bullet Point 4: The pure butter shortbread cookies are baked in the Highlands of Scotland to the Walkers' original family recipe as they have been since 1898.
Value: 63.6
Unit: Ounce
",https://m.media-amazon.com/images/I/915Aib6hAxL.jpg,5.79,150.0,,,,5.3-Ounce Boxes (Pack of 12),unisex,Scotland,,,,1,1,1,0,,Walkers,Shortbread Fingers,Grocery & Gourmet Food,solid,g,box,cardboard,"Premium Scottish shortbread with a heritage recipe since 1898, positioned as a high-quality gift item. Pure butter and crumbly texture suggest a mid-to-high price range. Packaging and branding emphasize tradition and luxury, justifying a premium price point. Bundle deal of 12 boxes offers value for gifting or bulk purchase."
224815,"Item Name: Brach's Fall Festival, Kettle Corn, Caramel Apple, and Cotton Candy Flavored Halloween Candy Corn, 8 oz Bag
Bullet Point 1: A TWIST ON THE HALLOWEEN CANDY CLASSIC: Celebrate the flavor of fall with these kettel corn, caramel apple and cotton candy candy corn! Brach's Candy Corn is the perfect sweet treat to fill your Halloween candy bowl, trick or treat candy bags, and decorate delicious halloween snacks.
Bullet Point 2: MADE WITH HONEY FORWARD FLAVOR: Brach's Fall Festival Halloween Candy Corn is full of flavor you can count on every fall season. Rich in both texture and taste, this candy corn is the perfect Halloween snack and decoration for all your Fall recipes and treats.
Bullet Point 3: BAKE AND MAKE HALLOWEEN MOMENTS: Candy corn is perfect for candy bowls, trick-or-treat bags, movie nights, fall parties and pumpkin carving contests. Create memorable seasonal treats, cookies, cakes, pies, and snacks with a touch of candy corn that brings Autumn home.
Bullet Point 4: AMERICA'S #1 CANDY CORN: Nothing signifies Halloween and the fall season more than candy corn, and Brach's has been delivering this widely recognized treat to you to enjoy at your family celebrations, children's parties, work gatherings, and other fall-themed events.
Bullet Point 5: AMERICA'S CANDY MAKER: Brach's has been making America's favorite candies since 1904. Our delicious variety of classically crafted confections are sweet treats that celebrate the season and all the moments in between. Share a little, or a lot, and make your memories sweeter.
Value: 8.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81m0fLxbstL.jpg,5.75,8.0,,,,8 oz,kids,,,,1.0,1,0,0,0,,Brach's,Fall Festival Candy Corn,Grocery & Gourmet Food,solid,oz,bag,plastic,"Seasonal Halloween candy corn with multiple flavors, positioned as a festive treat for fall events. Standard plastic bag packaging and lack of premium indicators suggest mid-range pricing typical for holiday confections. Brand recognition and seasonal demand likely drive price."
51201,"Item Name: MW Polar All Natural CHUNK LIGHT TUNA in Water, Easy Open Can, Wild Caught, Sustainable Fishing, Dolphin Safe, Tender, No Preservatives/Residue, Gluten Free, Lean Protein, Kosher,5 Ounce (Pack of 12)
Bullet Point 1: ✔️ 【CHUNKY & TENDER TUNA STEAK】: Polar’s Chunk Light canned tuna in water features the best cuts of wild-caught Skipjack Tuna, salt to elevate the flavor, and no preservatives or residue whatsoever; all to bring you the most natural taste and original form of fish from the sea
Bullet Point 2: ✔️ 【ALL NATURAL INGREDIENTS】: Unlike some big-branded tuna companies who add vegetable broth or pyrophosphate (or both) for “so-called flavor,” Polar insists on providing you with fully natural ingredients for your body and soul – just simple ingredients and rich taste! Our Chunk Light Tuna is Non-GMO verified, Gluten-free, and Kosher Pareve
Bullet Point 3: ✔️ 【PREMIUM & HONEST QUALITY】: With only Light Tuna, Salt, and Water, Polar’s canned fish would NOT be mushy, cloudy, or slimy like the rest; the natural flavor of the fish and salt extracted into the water provides your pallet with no chemical aftertaste. With NO vegetable broth inflating the weight of the tuna, Polar measures our tuna not by drained weight but by pressed weight; we work to honor your hard-earned money with premium and honest quality
Bullet Point 4: ✔️ 【CLEAN & LEAN SOURCE OF PROTEIN】: Our dolphin-safe Wild Caught Tuna in water contains 28g of clean protein per 5 oz can, providing you with a rich amount of DHA and EPA Omega 3s, beneficial for your brain, heart, and eye health. Our Tuna is great for keto, paleo, and Mediterranean diet snacks and meals
Bullet Point 5: ✔️ 【CONVENIENT & CREATIVE】: Pull the tab & enjoy our Tuna at home/on the go for a satisfying snack or healthy lunch. Our tuna is delicious for a tuna sandwich; it's also great for a casserole, salad, burger, wrap, and many more. Feeling creative? Try elevating your tuna salad with some baby corn and any tangy dressing of your choice; linguine with tuna and black garlic, or fresh lettuce tuna wraps with diced water chestnuts! Get creative and share Polar with your loved ones!
Value: 60.0
Unit: Ounce
",https://m.media-amazon.com/images/I/61jJIUtyB-S.jpg,39.0,5.0,Dolphin Safe,Kosher,Gluten Free,5 Ounce (Pack of 12),unisex,,,,1.0,1,1,1,0,,Polar,All Natural Chunk Light Tuna in Water,Grocery & Gourmet Food,solid,oz,can,metal,"Premium canned tuna positioned as a high-quality, natural protein source with dolphin-safe and gluten-free certifications. The packaging emphasizes honesty and quality, avoiding additives like vegetable broth or pyrophosphate. The bundle deal of 12 cans suggests value for bulk buyers, while the focus on clean ingredients and dietary compatibility (keto, paleo, Mediterranean) supports a premium price point."
189049,"Item Name: Frantoi Cutrera - Primo & Selezione Extra Virgin Olive Oil Set of 2
Bullet Point 1: PRIMO: Green with golden reflections and Intensely fruity. The notes are elegant and spicy with elements of green tomato. You may notice the clear notes of balsamic herbs and sweet almond, the latter certainly from the single variety Tonda Iblea olives. The result is a nice harmony of sweet, bitter, and spicy elements.
Bullet Point 2: PRIMO: This top quality Sicilian evoo will bring out the best flavors in your dish. No matter how you use it, you will taste the quality that is drawing international attention. It is highly recommended in the kitchen as a superb complement of tasty and determined dishes. Great for roasted meat or fish, grilled meat, salads and minestrone soup.The intense taste of olive oil can be experienced drizzled on a simple bruschetta , rigorously poured on the hot toasted bread, or in a green salad.
Bullet Point 3: PRIMO: Obtained using only the early green harvest of the single variety Tonda Iblea olives and is cold extracted. The olives are cold pressed within six hours of being picked. The olives for Primo are organically farmed.
Bullet Point 4: SELEZIONE: A blend of traditional local cultivars, skilfully blended to obtain a sensory profile very interesting. The smell stands out as a warm fruity note of tomato and grass which is very pleasant. The wraparound taste has a great balance with a pleasant and long lasting closure.
Bullet Point 5: SELEZIONE: Excellent for soups, salads, bruchetta, roasted meats, grilled vegetables, and any other Mediterranean classics. Recommend with moderate taste food like fish or white meat in the oven but also to enhance a fish entre. Also great for lighter foods like fresh salad or caprese.
Bullet Point 6: About Frantoi Cutrera - In 1906 our family began cultivating and caring for the olive trees of Chiaramonte Gulfi in Sicily. With the treasured heritage left by our forefathers, a legacy made up of principles, values, and knowledge, we love sharing the taste of Italy and the joy of home-cooked meals with people all over the world.
Bullet Point 7: Product of Italy - Our first frantoio was founded in 1979 and all of our products are made in Sicily, Italy through a careful selection of quality ingredients. We have created the perfect balance of tradition with innovation and the family-run company now owns 75 hectares of groves in the Monti Iblei territory. We value the land and the people that help to create each ingredient with our high standards.
Bullet Point 8: Sicily, Italy - Chiaramonte Gulfi is a territory where olive trees have grown spontaneously for a millennium and that gives life to one of the most celebrated PDO olive oils. Our family produces extra virgin olive oils from the heart of Southeastern Sicily, where the Iblei mountains look towards the sea and the olives ripen in harmony with Mediterranean breezes.
Bullet Point 9: Makes a Great Gift - Pair with other products from our line to create a thoughtful gift for holidays, anniversaries, birthdays, employee appreciation, thank you, and hosts. We recommend our best-selling Segreto degli Iblei Extra Virgin Olive Oil which is always appreciated by foodies, chefs, and home cooks.
Bullet Point 10: Visit the Frantoi Cutrera Store - View recipe suggestions and additional gourmet Italian products such as Italian extra virgin olive oil, Italian spreads, cherry tomato sauce, large capers, basil pesto, semi-dried tomatoes, sun-dried tomatoes, and polyphenol-rich olive oil.
Product Description: PRIMO:;EVOO from Iblei mountains in Sicily. 100% tonda iblea olive variety (native to the region). All harvested by hand in November, pressed within 6 hours from picking. This EVOO has been awarded with very important prizes such as the Gold Award in the New York Pairings2015 NYIOOC Competition World Competition and recognitions such as the Flos Olei Italian guide.It has a fresh and fruity fragrance with intense notes of green tomato leaves and aromatic fresh herbs.The flavor is full bodied, intense and balanced, with lasting notes of fresh herbs.Pairings: Roasted meats and fish, soups and salads, bruschette, grilled fish, game, and grilled vegetablesSELEZIONE:;This green to golden hued oil is a blend of 5 different varieties of Sicilian olives create this powerful and well balanced olive oil. It is cold pressed and left unfiltered to take advantage of it's intense artichoke ,oregano and green tomato characteristics . A medium-bodied olive oil with a bitter and a spicy well balanced note. It is green and cloudy due to natural decantation. Extracted by a continuous cold cycle. It is a great all-around oil that is bold enough to be multi purpose. The perfect olive oil for everyday use.Frantoi Cutrera is known for their high quality extra virgin olive oil. The farm has been operating olive groves and processing oil and olives since 1906 in South Eastern Sicily. They also offer a wide variety of specialty jams, herbs, and salts all made with locally sourced ingredients following traditional recipes.
Value: 50.8
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61fJ7AYuykL.jpg,79.99,25.4,PDO,,,,unisex,Italy,Frantoi Cutrera,1.0,1.0,1,1,1,0,,Frantoi Cutrera,Primo & Selezione Extra Virgin Olive Oil Set of 2,Grocery & Gourmet Food,liquid,fl_oz,bottle,glass,"Premium extra virgin olive oil set from a family-owned Sicilian producer with heritage since 1906. Features award-winning organic oils, cold-extracted and hand-harvested, positioned as high-end gourmet products. Glass bottles and PDO certification signal quality and authenticity. Bundle deal offers value for consumers seeking specialty oils for culinary use."
227616,"Item Name: Katz Gluten Free Coffee Buns, Tree Nut Free, Peanut Free. Dairy Free. Soy Free. 4 Individually Wrapped coffee Buns 8.5 oz (Pack of 6)
Product Description: Some people like their coffee black. Some like it iced. We’ll take ours rich, sweet, and wrapped in pastry. And did we mention chocolate? Throw some of that in there, too. These soft, flaky mocha Coffee Buns are baked with real coffee, cocoa powder, and our exclusive blend of gluten-free flours. Each one is rolled by hand, so you’ll get a shot of that sweet, sweet chocolaty java with every bite. Are you having a rough morning? Have two. Then go ahead and dip them in your coffee. We’ve been there.
Value: 51.0
Unit: Ounce
",https://m.media-amazon.com/images/I/91-JoDL3P9L.jpg,37.61,8.5,Gluten Free,,,4 Individually Wrapped coffee Buns,unisex,,,,,1,0,0,0,,Katz,Gluten Free Coffee Buns,Grocery & Gourmet Food,solid,oz,box,cardboard,"Gluten-free specialty pastry positioned as a premium snack with natural ingredients and allergen-free claims. Packaging emphasizes handcrafted quality and real coffee/cocoa content, justifying a mid-to-high price point. Individually wrapped format adds convenience and portion control, appealing to health-conscious consumers."
